9.996270917183424087e-01,-1.176386598091985064e-02,2.464323355227148599e-02,-2.585343058559363083e+00,1.160621655755543491e-02,9.999113197923956697e-01,6.530565691335122290e-03,-1.701565364885057052e-01,-2.471787288477649003e-02,-6.242115684018835833e-03,9.996749785564502666e-01,9.613975797535595502e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999872654993683385e-01,2.199361282605441156e-04,-5.041871398135486237e-03,-2.201988649472667259e+00,-2.236332595418280165e-04,9.999997065448648081e-01,-7.327334779208138785e-04,2.926997640723368876e-01,5.041708764008251409e-03,7.338516770608321952e-04,9.999870212330033148e-01,1.269054879486258280e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999972984931785325e-01,-2.138842822130936853e-03,9.101415971981532873e-04,-2.278659531290006424e+00,2.138245531083649269e-03,9.999974983031061360e-01,6.567294556928611514e-04,2.001285039601683746e-01,-9.115439613821372123e-04,-6.547815753308944752e-04,9.999993701741491936e-01,1.207523419539718590e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999663220316653556e-01,-4.506034595703487314e-03,6.859333399532044177e-03,-2.355330413107345588e+00,4.491998280631265272e-03,9.999877883972294601e-01,2.060341686334744935e-03,1.075572438479998616e-01,-6.868533606994894035e-03,-2.029460184375699461e-03,9.999743519398132108e-01,1.145991959593178761e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.998943288630914861e-01,-6.881488577373475260e-03,1.280532008140872202e-02,-2.432001294924684753e+00,6.837471510410220513e-03,9.999705757612235013e-01,3.478015973451669633e-03,1.498598373583137633e-02,-1.282887722180626675e-02,-3.390092436311253118e-03,9.999119597157047901e-01,1.084460499646639070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.997813170192250132e-01,-9.265053048580648709e-03,1.874771802943446877e-02,-2.508672176742023918e+00,9.174512769066625606e-03,9.999458602955966224e-01,4.909663241983593628e-03,-7.758527637633716445e-02,-1.879219132390975641e-02,-4.736588403739327470e-03,9.998121915017537109e-01,1.022929039700099241e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.996272898171802979e-01,-1.165657521957609577e-02,2.468614402675127495e-02,-2.585343058559363083e+00,1.150297066560088469e-02,9.999136428676581589e-01,6.355192601001524548e-03,-1.701565364885057052e-01,-2.475809198273301592e-02,-6.068859965418831916e-03,9.996750501138331746e-01,9.613975797535595502e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.994322558595577499e-01,-1.405590126206361819e-02,3.062021533540235790e-02,-2.662013940376702248e+00,1.382269490205198341e-02,9.998739253114879988e-01,7.814511362935237099e-03,-2.627277966006741350e-01,-3.072619490142047133e-02,-7.386820825482111157e-03,9.995005431839304455e-01,8.998661198070198597e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.991962290328797458e-01,-1.646287634217985171e-02,3.654954977855392334e-02,-2.738684822194041413e+00,1.613353630583390722e-02,9.998267104275947448e-01,9.287525063382222681e-03,-3.552990567128426758e-01,-3.669611549934454625e-02,-8.690386532065689715e-03,9.992886831587667329e-01,8.383346598604801692e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.989192285043240194e-01,-1.887734465379830098e-02,4.247376582253629268e-02,-2.815355704011380578e+00,1.843534686170952494e-02,9.997720019822611270e-01,1.077413748148899411e-02,-4.478703168250112165e-01,-4.266746899470832272e-02,-9.979474495347029350e-03,9.990394872968646478e-01,7.768031999139403398e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.986012787167587446e-01,-2.129914945214226446e-02,4.839248265866720466e-02,-2.892026585828719742e+00,2.072797974338758120e-02,9.997098047065813287e-01,1.227425066089552277e-02,-5.404415769371797573e-01,-4.863987048720229411e-02,-1.125400400497920256e-02,9.987529776640687862e-01,7.152717399674005105e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.982424093820777555e-01,-2.372813308769137347e-02,5.430532028482061568e-02,-2.968697467646058907e+00,2.301128934472866649e-02,9.996401242951856725e-01,1.378776493123319742e-02,-6.330128370493482981e-01,-5.461293504067805948e-02,-1.251389624691577433e-02,9.984291811275169959e-01,6.537402800208608200e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
