9.998990719512038661e-01,2.395711146346065062e-03,-1.400380231309969817e-02,-1.657815227987565754e-01,-2.243843023473372691e-03,9.999386145899872291e-01,1.085044793282519994e-02,-3.914104660166528582e-02,1.402893722300848842e-02,-1.081793048416442721e-02,9.998430683364428750e-01,-1.448111055604496267e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999193847176008898e-01,-1.268981099379259611e-02,4.390477381717289014e-04,4.293556457857726549e+00,1.267865804594470180e-02,9.997243124296734118e-01,1.976235732828689889e-02,2.285999753941936330e+00,-6.897072774552876016e-04,-1.975519764413188190e-02,9.998046091461635365e-01,-1.419486195914993365e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999201784014539740e-01,-1.263355601509056313e-02,1.734589811605554224e-04,4.197594677555462006e+00,1.262757861800526370e-02,9.997210907255056345e-01,1.995707936676934663e-02,2.285557007159192633e+00,-4.255394819196540914e-04,-1.995329599387037772e-02,9.998008226117491848e-01,-1.385140863584332749e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999208990403255504e-01,-1.257724836751786604e-02,-9.211888469199826343e-05,4.101632897253196575e+00,1.257655059463646044e-02,9.997178275683742399e-01,2.015181423869945657e-02,2.285114260376448492e+00,-1.613614814538999432e-04,-2.015137874866804527e-02,9.997969273292452996e-01,-1.350795531253672133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999215466340520830e-01,-1.252088806047295215e-02,-3.576858149056904006e-04,4.005671116950932031e+00,1.252557398441360957e-02,9.997145229588011439e-01,2.034656191147431181e-02,2.284671513593704795e+00,1.028266797085199179e-04,-2.034944587534466554e-02,9.997929232992401882e-01,-1.316450198923011738e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999221211824945721e-01,-1.246447510337191610e-02,-6.232417650039118531e-04,3.909709336648666600e+00,1.247464879589481497e-02,9.997111768973225843e-01,2.054132235248666560e-02,2.284228766810961098e+00,3.670249573307182538e-04,-2.054749734072521677e-02,9.997888105223587951e-01,-1.282104866592351122e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999226226855387756e-01,-1.240800950564849119e-02,-8.887866905137114474e-04,3.813747556346402057e+00,1.242377503762096512e-02,9.997077893844887875e-01,2.073609552912502457e-02,2.283786020028217401e+00,6.312333071723998535e-04,-2.074553311163994385e-02,9.997845889992632573e-01,-1.247759534261690506e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999230511430940993e-01,-1.235149127675403205e-02,-1.154320546965819337e-03,3.717785776044136625e+00,1.237295271811571923e-02,9.997043604208630807e-01,2.093088140877357936e-02,2.283343273245473259e+00,8.954516849898853589e-04,-2.094355315492430272e-02,9.997802587306504618e-01,-1.213414201931029890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999234065550953732e-01,-1.229492042615752678e-02,-1.419843289894674948e-03,3.621823995741872082e+00,1.232218184588551244e-02,9.997008900070234461e-01,2.112567995881229829e-02,2.282900526462729562e+00,1.159680046536138614e-03,-2.114155743741904028e-02,9.997758197172553762e-01,-1.179068869600369274e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999236889215009638e-01,-1.223829696334560041e-02,-1.685354874838448013e-03,3.525862215439607095e+00,1.227146242941955234e-02,9.996973781435610773e-01,2.132049114661689268e-02,2.282457779679985865e+00,1.423918347560787804e-03,-2.133954592597018737e-02,9.997712719598481623e-01,-1.144723537269708658e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
